timestamp,symbol,event_type,side,price,detected_size,estimated_total_size,fill_count,confidence_score,duration_ms,session_id,cbdr_window,iceberg_subtype
2025-11-13 08:23:00.758351,MNQZ5.CME@RITHMIC,STOP,BUY,25566.25,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:00.808158,MNQZ5.CME@RITHMIC,STOP,BUY,25566.75,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:00.808164,MNQZ5.CME@RITHMIC,STOP,BUY,25566.75,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:01.645318,MNQZ5.CME@RITHMIC,STOP,BUY,25567.25,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:01.645331,MNQZ5.CME@RITHMIC,STOP,BUY,25567.25,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:01.645349,MNQZ5.CME@RITHMIC,STOP,BUY,25567.25,1,3,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:01.645356,MNQZ5.CME@RITHMIC,STOP,BUY,25567.25,1,4,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:01.669766,MNQZ5.CME@RITHMIC,STOP,BUY,25568.0,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:01.670275,MNQZ5.CME@RITHMIC,STOP,BUY,25568.25,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:41.565170,MNQZ5.CME@RITHMIC,STOP,SELL,25567.75,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:41.565179,MNQZ5.CME@RITHMIC,STOP,SELL,25567.5,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:42.255420,MNQZ5.CME@RITHMIC,STOP,SELL,25566.25,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:42.255430,MNQZ5.CME@RITHMIC,STOP,SELL,25566.25,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:42.589383,MNQZ5.CME@RITHMIC,STOP,SELL,25565.25,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:42.589392,MNQZ5.CME@RITHMIC,STOP,SELL,25565.25,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:42.806598,MNQZ5.CME@RITHMIC,STOP,SELL,25564.25,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:42.806607,MNQZ5.CME@RITHMIC,STOP,SELL,25564.25,4,5,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:25:39.671138,MNQZ5.CME@RITHMIC,STOP,SELL,25568.5,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:27:24.357760,MNQZ5.CME@RITHMIC,STOP,SELL,25565.0,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:28:28.729991,MNQZ5.CME@RITHMIC,STOP,SELL,25567.25,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:28:28.729997,MNQZ5.CME@RITHMIC,STOP,SELL,25567.25,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:28:28.730010,MNQZ5.CME@RITHMIC,STOP,SELL,25567.25,1,3,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:28:53.651534,MNQZ5.CME@RITHMIC,STOP,BUY,25571.0,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:30:16.703923,MNQZ5.CME@RITHMIC,STOP,BUY,25574.75,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:30:16.703936,MNQZ5.CME@RITHMIC,STOP,BUY,25574.75,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:32:36.264700,MNQZ5.CME@RITHMIC,STOP,SELL,25550.75,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:32:36.264706,MNQZ5.CME@RITHMIC,STOP,SELL,25550.75,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:32:38.726201,MNQZ5.CME@RITHMIC,STOP,BUY,25555.5,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:49:59.362122,MNQZ5.CME@RITHMIC,STOP,SELL,25535.0,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:50:02.710560,MNQZ5.CME@RITHMIC,STOP,SELL,25534.0,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:51:04.277629,MNQZ5.CME@RITHMIC,STOP,SELL,25540.5,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:51:07.431010,MNQZ5.CME@RITHMIC,STOP,BUY,25542.0,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:54:07.591991,MNQZ5.CME@RITHMIC,STOP,BUY,25528.25,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
